Day,Room,StartTime,EndTime,Course,Occupied
Wednesday,Rawal I,11.3,12.5,IICT (CS-H),1
Wednesday,Rawal III,11.3,12.5,Eng Comp Lab (CS-C) ,1
Wednesday,Rawal IV,11.3,12.5,NONE,0
Wednesday,Karakoram,11.3,12.5,Data St Lab (AI-K),1
Wednesday,CALL-I,11.3,12.5,Eng Comp Lab (MC-M1),1
Wednesday,CALL-II,11.3,12.5,NONE,0
Wednesday,DLD (C-Blk),11.3,12.5,DLD Lab (A1),1
Wednesday,DLD (B-Blk),11.3,12.5,NONE,0
Thursday,C-301,11.3,12.5,TBW (A) ReSch,1
Thursday,C-302,11.3,12.5,PF (CS-B),1
Thursday,C-303,11.3,12.5,NONE,0
Thursday,C-304,11.3,12.5,User Exp Engg (BS),1
Thursday,C-305,11.3,12.5,PF (CS-E),1
Thursday,C-307,11.3,12.5,LA (DS-N),1
Thursday,C-308,11.3,12.5,PF (CS-F & CS-G) Combined,1
Thursday,C-309,11.3,12.5,PF (CS-H),1
Thursday,C-310,11.3,12.5,NONE,0
Thursday,C-311,11.3,12.5,DWH (B),1
Thursday,C-401,11.3,12.5,Artificial Intelligence (AI-J),1
Thursday,C-402,11.3,12.5,Data St (AI-K),1
Thursday,C-403,11.3,12.5,SE in Industrial Automation,1
Thursday,C-404,11.3,12.5,NONE,0
Thursday,C-405,11.3,12.5,NONE,0
Thursday,C-408,11.3,12.5,NONE,0
Thursday,C-409,11.3,12.5,Appled Physics (MC-M2),1
Thursday,B-227,11.3,12.5,NONE,0
Thursday,B-229,11.3,12.5,NONE,0
Thursday,B-230,11.3,12.5,NONE,0
Thursday,A-301,11.3,12.5,Marketing Mgmt (CS-C),1
Thursday,A-302,11.3,12.5,Secure Systems ,1
Thursday,A-303,11.3,12.5,NONE,0
Thursday,A-305,11.3,12.5,LA (CySec-M),1
Thursday,A-310,11.3,12.5,NONE,0
Thursday,A-311,11.3,12.5,TBW (B),1
Thursday,A-314,11.3,12.5,User Exp Engg (MS) (in C-304),1
Thursday,A-315,11.3,12.5,Eng Comp (SE-V) 11:30-01:15,1
Thursday,Online,11.3,12.5,NONE,0
Thursday,Online,11.3,12.5,NONE,0
Thursday,Margala I,11.3,12.5,Eng Comp Lab (SE-P),1
Thursday,Margala III,11.3,12.5,NONE,0
Thursday,Margala IV,11.3,12.5,NONE,0
Thursday,Rawal I,11.3,12.5,NONE,0
Thursday,Rawal III,11.3,12.5,NONE,0
Thursday,Rawal IV,11.3,12.5,NONE,0
Thursday,Karakoram,11.3,12.5,Eng Comp Lab (AI-K) ,1
Thursday,CALL-I,11.3,12.5,Eng Comp Lab (SE-Q1),1
Thursday,CALL-II,11.3,12.5,Eng Comp Lab (SE-Q2),1
Thursday,DLD (C-Blk),11.3,12.5,NONE,0
Thursday,DLD (B-Blk),11.3,12.5,NONE,0
Friday,C-301,11.3,12.5,Cryptography,1
Friday,C-302,11.3,12.5,Enterprise Info. Systems,1
Friday,C-303,11.3,12.5,NONE,0
Friday,C-304,11.3,12.5,Research Methodology (AI),1
Friday,C-305,11.3,12.5,NONE,0
Friday,C-307,11.3,12.5,NONE,0
Friday,C-308,11.3,12.5,Prob & Stats,1
Friday,C-309,11.3,12.5,Algo Batch 17 - B,1
Friday,C-310,11.3,12.5,Block Chain,1
Friday,C-311,11.3,12.5,NONE,0
Friday,C-401,11.3,12.5,NONE,0
Friday,C-402,11.3,12.5,OOP (B),1
Friday,C-403,11.3,12.5,OOP (F),1
Friday,C-404,11.3,12.5,NONE,0
Friday,C-405,11.3,12.5,NONE,0
Friday,C-408,11.3,12.5,NONE,0
Friday,C-409,11.3,12.5,NONE,0
Friday,B-227,11.3,12.5,NONE,0
Friday,B-229,11.3,12.5,NONE,0
Friday,B-230,11.3,12.5,FIRS,1
Friday,A-301,11.3,12.5,NONE,0
Friday,A-302,11.3,12.5,NONE,0
Friday,A-303,11.3,12.5,NONE,0
Friday,A-305,11.3,12.5,NONE,0
Friday,A-310,11.3,12.5,NONE,0
Friday,A-311,11.3,12.5,NONE,0
Friday,A-314,11.3,12.5,NONE,0
Friday,A-315,11.3,12.5,NONE,0
Friday,Online,11.3,12.5,NONE,0
Friday,Online,11.3,12.5,NONE,0
Friday,Margala I,11.3,12.5,NONE,0
Friday,Margala III,11.3,12.5,NONE,0
Friday,Margala IV,11.3,12.5,NONE,0
Friday,Rawal I,11.3,12.5,NONE,0
Friday,Rawal III,11.3,12.5,NONE,0
Friday,Rawal IV,11.3,12.5,NONE,0
Friday,Karakoram,11.3,12.5,NONE,0
Friday,CALL-I,11.3,12.5,NONE,0
Friday,CALL-II,11.3,12.5,NONE,0
Friday,DLD (C-Blk),11.3,12.5,NONE,0
Friday,DLD (B-Blk),11.3,12.5,NONE,0
